C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_00_868.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_00_868.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_00_868.jpg,0,0,0,2.970508E-06
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_00_943.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_00_943.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_00_943.jpg,0,0,0,2.022405E-05
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_014.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_014.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_014.jpg,0,0,0,1.081891E-05
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_090.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_090.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_090.jpg,0,0,0,1.171824E-05
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_170.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_170.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_170.jpg,0,0,0,1.064899E-06
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_240.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_240.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_240.jpg,0,0,0,1.718175E-06
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_321.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_321.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_321.jpg,0,0.0498162,0,0.003790967
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_395.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_395.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_395.jpg,0,0.3174567,0,0.2193503
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_477.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_477.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_477.jpg,0,0.5608956,0,0.6387545
C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\center_2023_06_23_20_02_01_543.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\left_2023_06_23_20_02_01_543.jpg,C:\Users\Alberto Patraca\Documents\Vida\Estudios\Beto\Maestria\TecDeMonterrey\Inteligencia Artificial Aplicada\3er Trimestre\Navegacion Autonoma\DatasetSelfDriving\NearCrash\IMG\right_2023_06_23_20_02_01_543.jpg,0,0.7128162,0,1.058831
